"","x"
"1323","Tbx19"
"1324","Sft2d2"
"1325","Tiprl"
"1326","Gpr161"
"1327","Dcaf6"
"1328","Mpc2"
"1329","Adcy10"
"1330","Gm38325"
"1331","Mpzl1"
"1332","Rcsd1"
"1333","Gm37073"
"1334","Creg1"
"1335","Gm36972"
"1336","Cd247"
"1337","Gm37469"
"1338","Pou2f1"
"1339","Gm26665"
"1340","Gm37923"
"1341","Dusp27"
"1342","Gpa33"
"1343","Mael"
"1344","Ildr2"
"1345","5330438I03Rik"
"1346","Gm15853"
"1347","Tada1"
"1348","Gm15853.1"
"1349","Pogk"
"1350","Gm4846"
"1351","Gm4847"
"1352","Fmo9"
"1353","Gm16701"
"1354","Gm16701.1"
"1355","Fam78b"
"1356","Uck2"
"1357","Gm37982"
"1358","Gm2453"
"1359","Tmco1"
"1360","Aldh9a1"
"1361","Mgst3"
"1362","Lrrc52"
"1363","Rxrg"
"1364","Lmx1a"
"1365","Gm20711"
"1366","Pbx1"
"1367","Gm37839"
"1368","Nuf2"
"1369","Rgs5"
"1370","Rgs4"
"1371","Ccdc190"
"1372","Hsd17b7"
"1373","3110045C21Rik"
"1374","Ddr2"
"1375","Uap1"
"1376","Gm37748"
"1377","Gm37502"
"1378","Uhmk1"
"1379","4930500M09Rik"
"1380","Sh2d1b2"
"1381","Sh2d1b1"
"1382","Gm7694"
"1383","Nos1ap"
"1384","1700015E13Rik"
"1385","Olfml2b"
"1386","Atf6"
"1387","Dusp12"
"1388","Gm26620"
"1389","Fcrlb"
"1390","Fcrla"
"1391","Fcgr2b"
"1392","Gm38204"
"1393","Gm10522"
"1394","Fcgr4"
"1395","Fcgr3"
"1396","Cfap126"
"1397","Sdhc"
"1398","Mpz"
"1399","Pcp4l1"
"1400","Nr1i3"
"1401","Tomm40l"
"1402","Apoa2"
"1403","Fcer1g"
"1404","Ndufs2"
"1405","Adamts4"
"1406","B4galt3"
"1407","Ppox"
"1408","Usp21"
"1409","Ufc1"
"1410","Gm20045"
"1411","Dedd"
"1412","Nit1"
"1413","Pfdn2"
"1414","Klhdc9"
"1415","Pvrl4"
"1416","Arhgap30"
"1417","Usf1"
"1418","Tstd1"
"1419","Gm26641"
"1420","F11r"
"1421","B930036N10Rik"
"1422","Alyref2"
"1423","Itln1"
"1424","Cd244"
"1425","Ly9"
"1426","Slamf7"
"1427","Gm37787"
"1428","Cd48"
"1429","Slamf1"
"1430","Cd84"
"1431","Gm10521"
"1432","Gm37065"
"1433","Slamf6"
"1434","Vangl2"
"1435","Nhlh1"
"1436","Ncstn"
"1437","Copa"
"1438","Gm37756"
"1439","Pex19"
"1440","Dcaf8"
"1441","Pea15a"
"1442","Casq1"
"1443","Gm17224"
"1444","Atp1a4"
"1445","Gm37950"
"1446","Igsf8"
"1447","Atp1a2"
"1448","Kcnj9"
"1449","Gm36937"
"1450","Kcnj10"
"1451","Pigm"
"1452","Slamf9"
"1453","Igsf9"
"1454","Tagln2"
"1455","Cfap45"
"1456","Vsig8"
"1457","Slamf8"
"1458","Fcrl6"
"1459","Dusp23"
"1460","Crp"
"1461","Apcs"
"1462","Olfr16"
"1463","Olfr1408"
"1464","Olfr1406"
"1465","Olfr218"
"1466","Olfr1404"
"1467","Fcer1a"
"1468","Olfr418"
"1469","Mptx2"
"1470","Ackr1"
"1471","Cadm3"
"1472","Aim2"
"1473","Gm4955"
"1474","BC094916"
"1475","Pydc4"
"1476","Pyhin1"
"1477","Pydc3"
"1478","AI607873"
"1479","Ifi204"
"1480","Mndal"
"1481","Mnda"
"1482","Ifi203"
"1483","Ifi202b"
"1484","Ifi205"
"1485","Olfr433"
"1486","Olfr432"
"1487","Olfr430"
"1488","Olfr429"
"1489","Olfr427"
"1490","Olfr231"
"1491","Olfr424"
"1492","Olfr420"
"1493","Spta1"
"1494","Olfr419"
"1495","Mptx1"
"1496","Olfr417"
"1497","Olfr248"
"1498","Olfr414"
"1499","Olfr220"
"1500","Fmn2"
"1501","Grem2"
"1502","Rgs7"
"1503","Gm36307"
"1504","Fh1"
"1505","Kmo"
"1506","Opn3"
"1507","Chml"
"1508","Wdr64"
"1509","Exo1"
"1510","Gm38100"
"1511","Pld5"
"1512","Rbm8a2"
"1513","Gm38101"
"1514","Gm36536"
"1515","Cep170"
"1516","Gm36992"
"1517","Sdccag8"
"1518","Gm15423"
"1519","Akt3"
"1520","Gm26801"
"1521","Zbtb18"
"1522","Gm37306"
"1523","Gm37280"
"1524","2310043L19Rik"
"1525","1700016C15Rik"
"1526","Adss"
"1527","Gm16432"
"1528","Desi2"
"1529","B230369F24Rik"
"1530","Cox20"
"1531","Gm16586"
"1532","Gm28062"
"1533","Hnrnpu"
"1534","Efcab2"
"1535","Kif26b"
"1536","Gm16564"
"1537","Smyd3"
"1538","Tfb2m"
"1539","Cnst"
"1540","Sccpdh"
"1541","Gm1305"
"1542","Ahctf1"
"1543","Gm10518"
"1544","Cdc42bpa"
"1545","Adck3"
"1546","Gm37336"
"1547","Psen2"
"1548","Gm31728"
"1549","Itpkb"
"1550","6330403A02Rik"
"1551","Gm37267"
"1552","Parp1"
"1553","Lin9"
"1554","Mixl1"
"1555","Acbd3"
"1556","Gm37768"
"1557","Gm38293"
"1558","H3f3a"
"1559","Gm17275"
"1560","H3f3aos"
"1561","Sde2"
"1562","Lefty2"
"1563","Pycr2"
"1564","Lefty1"
"1565","Tmem63a"
"1566","2210411M09Rik"
"1567","Ephx1"
"1568","9130409I23Rik"
"1569","Gm37406"
"1570","Nvl"
"1571","Cnih4"
"1572","Wdr26"
"1573","A430110L20Rik"
"1574","Cnih3"
"1575","Ccdc121"
"1576","Dnah14"
"1577","Lbr"
"1578","Gm5533"
"1579","Enah"
"1580","Srp9"
"1581","Vmn1r1"
"1582","Degs1"
"1583","1700047M11Rik"
"1584","Fbxo28"
"1585","Trp53bp2"
"1586","Capn2"
"1587","Gm37885"
"1588","Capn8"
"1589","Gm37218"
"1590","Ccdc185"
"1591","Susd4"
"1592","Tlr5"
"1593","Gm38079"
"1594","Disp1"
"1595","Brox"
"1596","Aida"
"1597","Mia3"
"1598","Taf1a"
"1599","Gm37986"
"1600","Hhipl2"
"1601","Gm33973"
"1602","Gm34068"
"1603","Gm38108"
"1604","Dusp10"
"1605","1700056E22Rik"
"1606","Gm37223"
"1607","Gm37712"
"1608","1700112H15Rik"
"1609","Gm37800"
"1610","4930488B22Rik"
"1611","Hlx"
"1612","Gm34342"
"1613","Marc1"
"1614","Marc2"
"1615","C130074G19Rik"
"1616","Mark1"
"1617","Gm38251"
"1618","Gm34732"
"1619","4930433J02Rik"
"1620","Gm37662"
"1621","Rab3gap2"
"1622","Gm34882"
"1623","Iars2"
"1624","2010103J01Rik"
"1625","Bpnt1"
"1626","4930532G15Rik"
"1627","Eprs"
"1628","9630028B13Rik"
"1629","Gm2061"
"1630","Slc30a10"
"1631","Gm38093"
"1632","Lyplal1"
"1633","Gm37134"
"1634","A730004F24Rik"
"1635","Tgfb2"
"1636","Gm29491"
"1637","Rrp15"
"1638","A430105J06Rik"
"1639","1700023G09Rik"
"1640","Gm37912"
"1641","D1Pas1"
"1642","Spata17"
"1643","1700007P06Rik"
"1644","Gpatch2"
"1645","Gm38155"
"1646","Gm37896"
"1647","Esrrg"
"1648","Gm36388"
"1649","9330162B11Rik"
"1650","Gm38064"
"1651","Ush2a"
"1652","Kctd3"
"1653","Kcnk2"
"1654","A430027H14Rik"
"1655","Cenpf"
"1656","Ptpn14"
"1657","Gm26574"
"1658","Gm37422"
"1659","Smyd2"
"1660","Prox1"
"1661","Gm28172"
"1662","Prox1os"
"1663","Gm29678"
"1664","Gm30725"
"1665","Gm30932"
"1666","Rps6kc1"
"1667","Angel2"
"1668","Vash2"
"1669","Gm31373"
"1670","Mfsd7b"
"1671","A230020J21Rik"
"1672","Spata45"
"1673","Tatdn3"
"1674","Nsl1"
"1675","Gm38188"
"1676","Batf3"
"1677","Gm38161"
"1678","Fam71a"
"1679","Atf3"
"1680","D730003I15Rik"
"1681","Gm37168"
"1682","Nenf"
"1683","Tmem206"
"1684","Ppp2r5a"
"1685","Gm32200"
"1686","Gm37432"
"1687","Dtl"
"1688","Ints7"
"1689","Lpgat1"
"1690","Gm38037"
"1691","Nek2"
"1692","1700034H15Rik"
"1693","Slc30a1"
"1694","Rd3"
"1695","Gm26670"
"1696","Traf5"
"1697","Gm26879"
"1698","Rcor3"
"1699","Gm10516"
"1700","Kcnh1"
"1701","Hhat"
"1702","1700065J18Rik"
"1703","Sertad4"
"1704","Gm15867"
"1705","Syt14"
"1706","Gm31406"
"1707","Diexf"
"1708","Irf6"
"1709","A130010J15Rik"
"1710","Traf3ip3"
"1711","Gm15872"
"1712","4930570N18Rik"
"1713","Lamb3"
"1714","Hsd11b1"
"1715","G0s2"
"1716","Gm37650"
"1717","Camk1g"
"1718","4631405K08Rik"
"1719","4930503O07Rik"
"1720","Plxna2"
"1721","Cd34"
"1722","Gm16897"
"1723","Gm32250"
"1724","Gm37027"
"1725","Cd46"
"1726","Cr1l"
"1727","Cr2"
"1728","Fam171a1"
"1729","Nmt2"
"1730","Rpp38"
"1731","Acbd7"
"1732","Olah"
"1733","Meig1"
"1734","Dclre1c"
"1735","Suv39h2"
"1736","Gm13184"
"1737","Hspa14"
"1738","Cdnf"
"1739","Fam107b"
"1740","Gm13185"
"1741","Gm13180"
"1742","Gm13191"
"1743","Frmd4a"
"1744","1700080N15Rik"
"1745","Gm13189"
"1746","Gm13175"
"1747","Gm13179"
"1748","Prpf18"
"1749","Bend7"
"1750","Sephs1"
"1751","Phyh"
"1752","Ucma"
"1753","Mcm10"
"1754","Optn"
"1755","4930551O13Rik"
"1756","Gm26776"
"1757","Ccdc3"
"1758","Camk1d"
"1759","Cdc123"
"1760","Nudt5"
"1761","Gm13199"
"1762","Sec61a2"
"1763","Gm13267"
"1764","Dhtkd1"
"1765","Upf2"
"1766","Proser2"
"1767","Gm10857"
"1768","Echdc3"
"1769","A230108P19Rik"
"1770","Gm13383"
"1771","Usp6nl"
"1772","Gm13388"
"1773","Gm13391"
"1774","Celf2"
"1775","Gm13389"
"1776","Gm26565"
"1777","Gm28641"
"1778","Gm13211"
"1779","1700061F12Rik"
"1780","Gm13219"
"1781","Gm13218"
"1782","Gata3"
"1783","Gm13256"
"1784","4930412O13Rik"
"1785","9230102O04Rik"
"1786","Gm13262"
"1787","Taf3"
"1788","Atp5c1"
"1789","Kin"
"1790","Itih2"
"1791","Itih5"
"1792","Sfmbt2"
"1793","Gm13264"
"1794","Prkcq"
"1795","Gm38171"
"1796","8030442B05Rik"
"1797","Gm13293"
"1798","Gm13291"
"1799","Pfkfb3"
"1800","Gm10851"
"1801","Rbm17"
"1802","Gm17490"
"1803","Il2ra"
"1804","Il15ra"
"1805","Fbxo18"
"1806","Ankrd16"
"1807","Itga8"
"1808","E030013I19Rik"
"1809","Fam188a"
"1810","Gm37565"
"1811","Pter"
"1812","C1ql3"
"1813","Rsu1"
"1814","Cubn"
"1815","Trdmt1"
"1816","Vim"
"1817","St8sia6"
"1818","Gm37126"
"1819","Hacd1"
"1820","Stam"
"1821","Tmem236"
"1822","Mrc1"
"1823","Slc39a12"
"1824","Cacnb2"
"1825","Gm10848"
"1826","Gm13269"
"1827","Nsun6"
"1828","Arl5b"
"1829","Malrd1"
"1830","Plxdc2"
"1831","Gm13322"
"1832","Nebl"
"1833","Gm13324"
"1834","H2afb1"
"1835","A930004D18Rik"
"1836","Gm13330"
"1837","Skida1"
"1838","Mllt10"
"1839","Dnajc1"
"1840","Commd3"
"1841","Bmi1"
"1842","Spag6"
"1843","Carlr"
"1844","Pip4k2a"
"1845","4930426L09Rik"
"1846","Armc3"
"1847","4930447M23Rik"
"1848","Msrb2"
"1849","Gm13344"
"1850","Ptf1aos"
"1851","Ptf1a"
"1852","4921504E06Rik"
"1853","Gm13348"
"1854","Otud1"
"1855","Gm13346"
"1856","Etl4"
"1857","Gm17171"
"1858","Gm13335"
"1859","Gm13362"
"1860","Arhgap21"
"1861","Gm13375"
"1862","Gm13376"
"1863","Enkur"
"1864","Thnsl1"
"1865","Gm13327"
"1866","Gpr158"
"1867","Myo3a"
"1868","Gad2"
"1869","1700092C17Rik"
"1870","Apbb1ip"
"1871","Pdss1"
"1872","Abi1"
"1873","Acbd5"
"1874","Mastl"
"1875","Yme1l1"
"1876","4931423N10Rik"
"1877","Nxph2"
"1878","Spopl"
"1879","Hnmt"
"1880","Tbpl2"
"1881","Il1f8"
"1882","Il1f9"
"1883","Il1f6"
"1884","Il1f5"
"1885","Il1f10"
"1886","Gm13411"
"1887","Il1rn"
"1888","Psd4"
"1889","Pax8"
"1890","Gm13417"
"1891","Cacna1b"
"1892","Ehmt1"
"1893","Arrdc1"
"1894","Zmynd19"
"1895","Dph7"
"1896","Mrpl41"
"1897","Pnpla7"
"1898","Nsmf"
"1899","Entpd8"
"1900","Noxa1"
"1901","Gm13387"
"1902","Nrarp"
"1903","Gm38287"
"1904","Tor4a"
"1905","Nelfb"
"1906","4933433C11Rik"
"1907","Fam166a"
"1908","Tubb4b"
"1909","Slc34a3"
"1910","Rnf224"
"1911","Cysrt1"
"1912","Rnf208"
"1913","Ndor1"
"1914","Tmem203"
"1915","Tprn"
"1916","Ssna1"
"1917","Anapc2"
"1918","Tmem210"
"1919","Lrrc26"
"1920","Grin1"
"1921","Grin1os"
"1922","AA543186"
"1923","Man1b1"
"1924","Dpp7"
"1925","Uap1l1"
"1926","Sapcd2"
"1927","Entpd2"
"1928","Npdc1"
"1929","Fut7"
"1930","Abca2"
"1931","BC029214"
"1932","Clic3"
"1933","Ptgds"
"1934","Lcn12"
"1935","C8g"
"1936","Fbxw5"
"1937","Traf2"
"1938","Edf1"
"1939","Mamdc4"
"1940","Phpt1"
"1941","Gm996"
"1942","Gm26702"
"1943","Rabl6"
"1944","Fcnaos"
"1945","Ccdc183"
"1946","Tmem141"
"1947","Fcna"
"1948","Lcn8"
"1949","Lcn5"
"1950","Lcn6"
"1951","Lcn10"
"1952","Obp2a"
"1953","A230005M16Rik"
"1954","Bmyc"
"1955","Obp2b"
"1956","Lcn3"
"1957","Lcn11"
"1958","Gm13539"
"1959","Glt6d1"
"1960","Lcn9"
"1961","Sohlh1"
"1962","Kcnt1"
"1963","Camsap1"
"1964","Ubac1"
"1965","Nacc2"
"1966","Gm13554"
"1967","C330006A16Rik"
"1968","1810012K08Rik"
"1969","Gm13553"
"1970","Lhx3"
"1971","Gm27196"
"1972","Qsox2"
"1973","C030048H21Rik"
"1974","Ccdc187"
"1975","Gpsm1"
"1976","Dnlz"
"1977","Card9"
"1978","Snapc4"
"1979","Gm13563"
"1980","Sdccag3"
"1981","Pmpca"
"1982","Inpp5e"
"1983","Sec16a"
"1984","Notch1"
"1985","Egfl7"
"1986","Gm20532"
"1987","Agpat2"
"1988","Fam69b"
"1989","Snhg7os"
"1990","Lcn4"
"1991","Abo"
"1992","Surf6"
"1993","Med22"
"1994","Rpl7a"
"1995","Surf1"
"1996","Surf2"
"1997","Surf4"
"1998","Stkld1"
"1999","Rexo4"
"2000","Adamts13"
"2001","Cacfd1"
"2002","Slc2a6"
"2003","Gm13398"
"2004","Tmem8c"
"2005","Adamtsl2"
"2006","Fam163b"
"2007","Dbhos"
"2008","Dbh"
"2009","Sardh"
"2010","Sardhos"
"2011","Vav2"
"2012","AA645442"
"2013","Brd3"
"2014","Wdr5"
"2015","Rxra"
"2016","Col5a1"
"2017","Fcnb"
"2018","Gm13371"
"2019","F730016J06Rik"
"2020","Olfm1"
"2021","Gm13373"
"2022","Ppp1r26"
"2023","1700007K13Rik"
"2024","Mrps2"
"2025","Gbgt1"
"2026","Gm10134"
"2027","Ralgds"
"2028","Cel"
"2029","Gm13381"
"2030","Gtf3c5"
"2031","Gfi1b"
"2032","Tsc1"
"2033","1700026L06Rik"
"2034","Ak8"
"2035","Gtf3c4"
"2036","Ddx31"
"2037","Barhl1"
"2038","Cfap77"
"2039","Ttf1"
"2040","Gm13393"
"2041","Setx"
"2042","Ntng2"
"2043","Med27"
"2044","Gm13402"
"2045","Rapgef1"
"2046","Gm13420"
"2047","Gm13547"
"2048","Trub2"
"2049","Coq4"
"2050","Slc27a4"
"2051","Urm1"
"2052","2600006K01Rik"
"2053","Cercam"
"2054","Odf2"
"2055","Gle1"
"2056","Sptan1"
"2057","Wdr34"
"2058","Set"
"2059","Pkn3"
"2060","Zdhhc12"
"2061","Zer1"
"2062","Tbc1d13"
"2063","Endog"
"2064","D2Wsu81e"
"2065","Ccbl1"
"2066","1700084E18Rik"
"2067","Lrrc8a"
"2068","Gm28035"
"2069","Phyhd1"
"2070","Gm28038"
"2071","Dolk"
"2072","Nup188"
"2073","Sh3glb2"
"2074","Fam73b"
"2075","Dolpp1"
"2076","Crat"
"2077","Gm16323"
"2078","Ppp2r4"
"2079","Ier5l"
"2080","Gm14487"
"2081","Cstad"
"2082","9330198N18Rik"
"2083","Gm14486"
"2084","1700001O22Rik"
"2085","4930527E20Rik"
"2086","Ntmt1"
"2087","Asb6"
"2088","Prrx2"
"2089","Ptges"
"2090","Tor1b"
"2091","Tor1a"
"2092","BC005624"
"2093","Usp20"
"2094","Fnbp1"
"2095","Gpr107"
"2096","Gm13405"
"2097","Ncs1"
"2098","Hmcn2"
"2099","Ass1"
"2100","Fubp3"
"2101","Gm13425"
"2102","Prdm12"
"2103","Exosc2"
"2104","Gm13427"
"2105","Abl1"
"2106","Qrfp"
"2107","Fibcd1"
"2108","Gm13441"
"2109","Lamc3"
"2110","Aif1l"
"2111","Gm13442"
"2112","Nup214"
"2113","Gm13609"
"2114","Fam78a"
"2115","Plpp7"
"2116","Prrc2b"
"2117","Gm13610"
"2118","Pomt1"
"2119","Uck1"
"2120","Swi5"
"2121","Golga2"
"2122","Dnm1"
"2123","Ciz1"
"2124","1110008P14Rik"
"2125","Lcn2"
"2126","Ptges2"
"2127","Slc25a25"
"2128","Naif1"
"2129","Gm13412"
"2130","Fam102a"
"2131","Dpm2"
"2132","9430097D07Rik"
"2133","Pip5kl1"
"2134","St6galnac4"
"2135","St6galnac6"
"2136","Ak1"
"2137","Eng"
"2138","Fpgs"
"2139","Cdk9"
"2140","Sh2d3c"
"2141","6330409D20Rik"
"2142","Ttc16"
"2143","Tor2a"
"2144","Ptrh1"
"2145","Cfap157"
"2146","Stxbp1"
"2147","Gm13524"
"2148","Gm13523"
"2149","Fam129b"
"2150","Lrsam1"
"2151","Rpl12"
"2152","Slc2a8"
"2153","Garnl3"
"2154","Ralgps1"
"2155","Gm13528"
"2156","Angptl2"
"2157","Zbtb34"
"2158","Gm13536"
"2159","Zbtb43"
"2160","Gm13530"
"2161","Lmx1b"
"2162","C130021I20Rik"
"2163","9430024E24Rik"
"2164","Mvb12b"
"2165","Nron"
"2166","Gm13403"
"2167","Gm13404"
"2168","C230014O12Rik"
"2169","Gm38389"
"2170","Pbx3"
"2171","C79798"
"2172","Mapkap1"
"2173","Gapvd1"
"2174","Hspa5"
"2175","Rabepk"
"2176","Fbxw2"
"2177","Psmd5"
"2178","Cutal"
"2179","Phf19"
"2180","Traf1"
"2181","Hc"
"2182","Gm13449"
"2183","AI182371"
"2184","Cntrl"
"2185","Rab14"
"2186","Gm13605"
"2187","Gsn"
"2188","Stom"
"2189","4930568D16Rik"
"2190","4930402F06Rik"
"2191","Ggta1"
"2192","Gm35202"
"2193","Dab2ip"
"2194","Ttll11"
"2195","9030204H09Rik"
"2196","Ndufa8"
"2197","Morn5"
"2198","Lhx6"
"2199","Rbm18"
"2200","Mrrf"
"2201","Gm13431"
"2202","Ptgs1"
"2203","Olfr338"
"2204","Olfr339"
"2205","Olfr340"
"2206","Olfr341"
"2207","Olfr342"
"2208","Olfr344"
"2209","Olfr345"
"2210","Olfr346"
"2211","Olfr347"
"2212","Olfr348"
"2213","Olfr50"
"2214","Olfr3"
"2215","Olfr350"
"2216","Olfr351"
"2217","Olfr352"
"2218","Olfr353"
"2219","Olfr354"
"2220","Olfr355"
"2221","Olfr356"
"2222","Olfr357"
"2223","Olfr358"
"2224","Olfr360"
"2225","Olfr361"
"2226","Gm13434"
"2227","Olfr362"
"2228","Olfr364-ps1"
"2229","Olfr365"
"2230","Olfr366"
"2231","Olfr368"
"2232","Pdcl"
"2233","Rc3h2"
"2234","Zbtb6"
"2235","Zbtb26"
"2236","Rabgap1"
"2237","Strbp"
"2238","Gpr21"
"2239","Crb2"
"2240","Dennd1a"
"2241","Gm13556"
"2242","Lhx2"
"2243","Gm27197"
"2244","Gm13584"
"2245","Gm13589"
"2246","Nek6"
"2247","Psmb7"
"2248","Nr5a1"
"2249","Nr5a1os"
"2250","Nr6a1"
"2251","Nr6a1os"
"2252","Olfml2a"
"2253","Gm13496"
"2254","Wdr38"
"2255","Rpl35"
"2256","Arpc5l"
"2257","Golga1"
"2258","Scai"
"2259","Ppp6c"
"2260","Lrp1b"
"2261","Kynu"
"2262","Arhgap15"
"2263","Arhgap15os"
"2264","Gtdc1"
"2265","Zeb2"
"2266","Zeb2os"
"2267","Gm28643"
"2268","Gm13479"
"2269","1700019E08Rik"
"2270","Gm13465"
"2271","Gm13467"
"2272","Gm13470"
"2273","Gm13481"
"2274","Acvr2a"
"2275","Orc4"
"2276","Mbd5"
"2277","Epc2"
"2278","Kif5c"
"2279","Lypd6b"
"2280","Gm13480"
"2281","Lypd6"
"2282","Mmadhc"
"2283","Gm13485"
"2284","Rnd3"
"2285","Gm28639"
"2286","Gm13497"
"2287","Gm13499"
"2288","1700057H21Rik"
"2289","Tas2r134"
"2290","Gm13490"
"2291","Rbm43"
"2292","Nmi"
"2293","Tnfaip6"
"2294","Rif1"
"2295","Neb"
"2296","Gm13522"
"2297","Arl5a"
"2298","Cacnb4"
"2299","Stam2"
"2300","Fmnl2"
"2301","Gm26603"
"2302","Prpf40a"
"2303","Arl6ip6"
"2304","Rprm"
"2305","Galnt13"
"2306","Gm14033"
"2307","Gm26794"
"2308","Kcnj3"
"2309","Nr4a2"
"2310","Gpd2"
"2311","Galnt5"
"2312","Ermn"
"2313","Cytip"
"2314","Gm13546"
"2315","Acvr1c"
"2316","Gm13544"
"2317","Acvr1"
"2318","Gm17409"
"2319","Upp2"
"2320","Ccdc148"
"2321","Gm11099"
"2322","Pkp4"
"2323","Dapl1"
"2324","Tanc1"
"2325","Wdsub1"
"2326","Baz2b"
"2327","Gm13572"
"2328","Gm13620"
"2329","March7"
"2330","Cd302"
"2331","Ly75"
"2332","Gm13571"
"2333","Gm13580"
"2334","Pla2r1"
"2335","Gm13583"
"2336","Itgb6"
"2337","Rbms1"
"2338","Gm13582"
"2339","Tank"
"2340","Psmd14"
"2341","Tbr1"
"2342","Slc4a10"
"2343","Dpp4"
"2344","Gm13561"
"2345","Gm13565"
"2346","Gm13564"
"2347","Gcg"
"2348","Fap"
"2349","Ifih1"
"2350","Gca"
"2351","Kcnh7"
"2352","Gm13569"
"2353","Fign"
"2354","Gm13575"
"2355","Grb14"
"2356","Cobll1"
"2357","Gm13594"
"2358","Slc38a11"
"2359","Scn3a"
"2360","Gm13595"
"2361","Scn2a1"
"2362","Csrnp3"
"2363","Gm13619"
"2364","Gm13617"
"2365","Galnt3"
"2366","Gm28638"
"2367","Ttc21b"
"2368","Gm13618"
"2369","Scn1a"
"2370","Gm13629"
"2371","Scn9a"
"2372","Scn7a"
"2373","Gm13598"
"2374","Gm1322"
"2375","Gm13599"
"2376","Gm21830"
"2377","Gm26727"
"2378","Xirp2"
"2379","Gm13601"
"2380","B3galt1"
"2381","Gm26743"
"2382","Stk39"
"2383","Gm13596"
"2384","4933409G03Rik"
"2385","4932414N04Rik"
"2386","Cers6"
"2387","Nostrin"
"2388","Spc25"
"2389","G6pc2"
"2390","Abcb11"
"2391","Gm13613"
"2392","Dhrs9"
"2393","Lrp2"
"2394","Bbs5"
"2395","Klhl41"
"2396","Fastkd1"
"2397","Ppig"
"2398","Ccdc173"
"2399","Phospho2"
"2400","Klhl23"
"2401","Ssb"
"2402","Mettl5"
"2403","Mettl5os"
"2404","Ubr3"
"2405","Myo3b"
"2406","Sp5"
"2407","Gad1os"
"2408","Erich2os"
"2409","Erich2"
"2410","Gad1"
"2411","Gm26558"
"2412","Gorasp2"
"2413","Tlk1"
"2414","Gm13632"
"2415","Mettl8"
"2416","Dcaf17"
"2417","Cybrd1"
"2418","Dync1i2"
"2419","Slc25a12"
"2420","Hat1"
"2421","Metap1d"
"2422","Dlx1as"
"2423","Dlx1"
"2424","Dlx2"
"2425","Platr26"
"2426","Gm13647"
"2427","Itga6"
"2428","Gm17250"
"2429","Pdk1"
"2430","Gm13746"
"2431","Rapgef4"
"2432","Rapgef4os1"
"2433","Rapgef4os2"
"2434","Rapgef4os3"
"2435","Zak"
"2436","Cdca7"
"2437","8430437L04Rik"
"2438","6430710C18Rik"
"2439","Sp3"
"2440","Gm11084"
"2441","Sp3os"
"2442","Ola1"
"2443","Sp9"
"2444","Cir1"
"2445","Scrn3"
"2446","Gpr155"
"2447","Gm13703"
"2448","Gm13709"
"2449","Gm13707"
"2450","Wipf1"
"2451","Gm13708"
"2452","Chrna1"
"2453","Chrna1os"
"2454","Chn1os3"
"2455","Chn1"
"2456","Chn1os1"
"2457","Atf2"
"2458","Gm10822"
"2459","Atp5g3"
"2460","A630050E04Rik"
"2461","Gm28640"
"2462","Gm13667"
"2463","4930441J16Rik"
"2464","Lnp"
"2465","4930445N08Rik"
"2466","Evx2"
"2467","Hoxd13"
"2468","Hoxd12"
"2469","Hoxd11"
"2470","Hoxd10"
"2471","Gm14396"
"2472","Gm28793"
"2473","Hoxd9"
"2474","Hoxd3os1"
"2475","Hoxd8"
"2476","Hoxd3"
"2477","Hoxd4"
"2478","Gm28230"
"2479","Haglr"
"2480","Gm14424"
"2481","Gm14426"
"2482","Hoxd1"
"2483","Mtx2"
"2484","Gm13652"
"2485","2600014E21Rik"
"2486","A330043C09Rik"
"2487","Gm13658"
"2488","Gm13660"
"2489","Hnrnpa3"
"2490","Nfe2l2"
"2491","Gm13656"
"2492","Agps"
"2493","Ttc30b"
"2494","Ttc30a2"
"2495","Ttc30a1"
"2496","Pde11a"
"2497","Cyct"
"2498","Rbm45"
"2499","Osbpl6"
"2500","Prkra"
"2501","Dfnb59"
"2502","Fkbp7"
"2503","Plekha3"
"2504","Ttn"
"2505","Gm13938"
"2506","Ccdc141"
"2507","Sestd1"
"2508","Gm13943"
"2509","Zfp385b"
"2510","Gm13944"
"2511","Gm13661"
"2512","Cwc22"
"2513","4930440I19Rik"
"2514","Gm14461"
"2515","Ube2e3"
"2516","Itga4"
"2517","Cerkl"
"2518","Neurod1"
"2519","Gm26755"
"2520","Ssfa2"
"2521","Ppp1r1c"
"2522","Pde1a"
"2523","Prdx6b"
"2524","Dnajc10"
"2525","Gm13752"
"2526","Frzb"
"2527","Nckap1"
"2528","Dusp19"
"2529","Nup35"
"2530","Zfp804a"
"2531","A130030D18Rik"
"2532","Fsip2"
"2533","Gm28675"
"2534","Zc3h15"
"2535","Gm13686"
"2536","Itgav"
"2537","Fam171b"
"2538","Zswim2"
"2539","Gm13698"
"2540","Gm13693"
"2541","Gm13695"
"2542","Gm13696"
"2543","Gm13694"
"2544","Gm13697"
"2545","Gm13691"
"2546","Calcrl"
"2547","Tfpi"
"2548","Gm13710"
"2549","Ctnnd1"
"2550","Gm28635"
"2551","Btbd18"
"2552","2700094K13Rik"
"2553","Tmx2"
"2554","Med19"
"2555","Zdhhc5"
"2556","Clp1"
"2557","Ypel4"
"2558","Gm19426"
"2559","Serping1"
"2560","Ube2l6"
"2561","Smtnl1"
"2562","Timm10"
"2563","Slc43a1"
"2564","Rtn4rl2"
"2565","Slc43a3"
"2566","Prg2"
"2567","Prg3"
